parent_comment_id,comment_id,comment_time,comment_location,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,c4950281685306047,2023-09-26 18:03:08,,微博抽奖平台,https://weibo.com//u/5581785513,"奖品名称：花西子眉粉笔（色号随机）*100人，花西子眉粉笔（色号随机）*100人，花西子眉粉笔（色号随机）*100人；抽奖时间：2023-10-07 14:00:00；抽奖规则：<a target=""_blank"" href=""https://lottery.media.weibo.com/lottery/h5/history/list?mid=4950264111433993&mark_id=999_reallog_mark_ad%3A999%7CWeiboADNatural""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>抽奖详情</a>",6082,1458
,c4954210561428745,2023-10-07 14:15:05,,微博抽奖平台,https://weibo.com//u/5581785513,"奖品名称：花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人；抽奖时间：2023-10-07 14:25:00；抽奖规则：<a target=""_blank"" href=""https://lottery.media.weibo.com/lottery/h5/history/list?mid=4950264111433993&mark_id=999_reallog_mark_ad%3A999%7CWeiboADNatural""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>抽奖详情</a>",7,0
,c4954210304001813,2023-10-07 14:14:04,,微博抽奖平台,https://weibo.com//u/5581785513,"奖品名称：花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人；抽奖时间：2023-10-07 14:20:00；抽奖规则：<a target=""_blank"" href=""https://lottery.media.weibo.com/lottery/h5/history/list?mid=4950264111433993&mark_id=999_reallog_mark_ad%3A999%7CWeiboADNatural""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>抽奖详情</a>",4,0
,c4954215078430348,2023-10-07 14:33:02,,微博抽奖平台,https://weibo.com//u/5581785513,"奖品名称：花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人；抽奖时间：2023-10-07 14:40:00；抽奖规则：<a target=""_blank"" href=""https://lottery.media.weibo.com/lottery/h5/history/list?mid=4950264111433993&mark_id=999_reallog_mark_ad%3A999%7CWeiboADNatural""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>抽奖详情</a>",0,0
,c4954210048412406,2023-10-07 14:13:03,,微博抽奖平台,https://weibo.com//u/5581785513,"奖品名称：花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人，花西子首乌眉粉笔一支（色号随机）*100人；抽奖时间：2023-10-07 14:15:00；抽奖规则：<a target=""_blank"" href=""https://lottery.media.weibo.com/lottery/h5/history/list?mid=4950264111433993&mark_id=999_reallog_mark_ad%3A999%7CWeiboADNatural""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>抽奖详情</a>",0,0
,c4950264815554686,2023-09-26 16:56:06,来自浙江,花西子Florasis,https://weibo.com//u/6336556296,"我也有我想要保护的人<img alt=""[全力以赴]"" title=""[全力以赴]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d9/2023_fighting_org.png"" />所以每年赚的钱都会拿出来一部分做公益<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" /><img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />我4岁就成立了宜格慈善基金会；援建5所花西子希望小学；参与云南地震、河南暴雨、重庆旱灾、抗疫等全国各地的救援行动中。无论怎样，我还是会坚持做下去<img alt=""[奥特曼]"" title=""[奥特曼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c6/2018new_aoteman_org.png"" /><img alt=""[奥特曼]"" title=""[奥特曼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c6/2018new_aoteman_org.png"" /><img alt=""[奥特曼]"" title=""[奥特曼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c6/2018new_aoteman_org.png"" /> ",7170,2884
,c4950264417353919,2023-09-26 16:54:30,来自浙江,花西子Florasis,https://weibo.com//u/6336556296,"我<img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" />还是想超大声说！！！！！我有20w+产品体验官<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />每一个产品上市都必须经过1000+人次用户测评<img alt=""[并不简单]"" title=""[并不简单]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_bingbujiandan_org.png"" />你们现在能买到的所有产品，都经过她们点头之后，才开始上架销售<img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" />花西子眉笔上市四年已经升级到8.0版本了<img alt=""[酷]"" title=""[酷]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c4/2018new_ku_org.png"" />我们超牛的！ ",5556,3580
,c4950264466639985,2023-09-26 16:54:43,来自浙江,花西子Florasis,https://weibo.com//u/6336556296,"中国品牌，一代有一代的使命！我这一代就是要以高端之势在国际市场上厮杀！！被嘲笑、被嘲讽，没有关系<img alt=""[可怜]"" title=""[可怜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/96/2018new_kelian_org.png"" /><img alt=""[可怜]"" title=""[可怜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/96/2018new_kelian_org.png"" /> 我已经在西湖边跟LV、Gucci当邻居<img alt=""[努力]"" title=""[努力]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7c/2022_Keepgoing_org.png"" />还会在日本顶级百货伊势丹跟香奈儿门对门<img alt=""[努力]"" title=""[努力]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7c/2022_Keepgoing_org.png"" /><img alt=""[努力]"" title=""[努力]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7c/2022_Keepgoing_org.png"" />接下来还要去法国、迪拜、美国  等我啊<img alt=""[老师好]"" title=""[老师好]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0d/2022_Teacher_org.png"" /><img alt=""[老师好]"" title=""[老师好]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0d/2022_Teacher_org.png"" /><img alt=""[老师好]"" title=""[老师好]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0d/2022_Teacher_org.png"" /><img alt=""[老师好]"" title=""[老师好]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0d/2022_Teacher_org.png"" /><img alt=""[老师好]"" title=""[老师好]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0d/2022_Teacher_org.png"" /> ",5116,3981
,c4950265112299092,2023-09-26 16:57:17,来自浙江,花西子Florasis,https://weibo.com//u/6336556296,"真的有人会拿克重去衡量眉笔的价值吗？<img alt=""[失望]"" title=""[失望]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_shiwang_org.png"" /><img alt=""[失望]"" title=""[失望]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_shiwang_org.png"" /><img alt=""[失望]"" title=""[失望]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_shiwang_org.png"" />大家小时候去文具店买铅笔时，在2B铅笔和自动铅笔之间，你最终是因为笔芯克重才买的自动铅笔吗？可是为什么2B铅笔一根只要几毛钱，而自动铅笔却要几块钱？这是为什么？大家小时候有想过这个问题吗？<img alt=""[失望]"" title=""[失望]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_shiwang_org.png"" /><img alt=""[失望]"" title=""[失望]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_shiwang_org.png"" /><img alt=""[失望]"" title=""[失望]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_shiwang_org.png"" />不会的你们不会的<img alt=""[悲伤]"" title=""[悲伤]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/2018new_beishang_org.png"" /> ",5063,17492
,c4950264535058995,2023-09-26 16:54:59,来自浙江,花西子Florasis,https://weibo.com//u/6336556296,"讲真心疼咱家产品经理。每款产品，老板都要亲自抠细节，每次汇报都很忐忑你懂吗<img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" />产品从立项到上市要打磨近2年！过程中要是盲测打不过国际大牌，咱还得推倒重来，就是这么执着…产品上市后，老板还每天刷产品评论区，根据用户建议催着咱们迭代升级…微笑面对生活，心疼地抱紧了自己<img alt=""[委屈]"" title=""[委屈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a5/2018new_weiqu_org.png"" />",3616,3420
